caste1,degree,employed1,income1,mother1,occupation,religion1,account
Brahmin - Rigvedi,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Customer Service/Call Centre/BPO,Hindu,real
Mahar,MCA PGDCA part time,State Government,INR 1 lakh to 2 lakhs,Marathi,Education/Training,Hindu,real
Chambhar,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Finance and Accounts,Hindu,real
Brahmin - Deshastha,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Finance and Accounts,Hindu,real
Kunbi,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Finance and Accounts,Hindu,real
Bhandari,10th,Central Government,INR 1 lakh to 2 lakhs,Marathi,Government Employee,Hindu,real
Brahmin - Kokanastha,12th,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Health Care,Hindu,real
Protestant,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Health Care,Christian,real
Scheduled Caste,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Human Resource,Hindu,real
Teli,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,IT,Hindu,real
Maratha,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Marathi,IT,Hindu,real
Agri,LLB,Others,INR 1 lakh to 2 lakhs,Marathi,Legal,Hindu,real
Maratha,10th,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Others,Hindu,real
Dhangar,B.A. (Arts),MNC,INR 1 lakh to 2 lakhs,Marathi,Others,Hindu,real
Maratha,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Pharmaceutical/Biotechnology,Hindu,real
Agri,B.Sc (Science),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Purchase/Logistics/Supply chain,Hindu,real
Chambhar,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Marathi,Real Estate,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Real Estate,Hindu,real
Bhandari,B.A. (Arts),Others,INR 10 lakhs to 15 lakhs,Marathi,Advertising/Entertainment/Media,Hindu,real
Brahmin - Kokanastha,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Maratha,BPT (Physiotherapy),Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Health Care,Hindu,real
Maratha,MD/MS (Medicine),Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Health Care,Hindu,real
Dhangar,MD/MS (Medicine),Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Health Care,Hindu,real
Brahmin - Deshastha,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Maratha,MCA/PGDCA,MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Maratha,ME/M.Tech/MS (Engg/Sciences),MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Rajput,MCA/PGDCA,MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Scheduled Caste,MCA/PGDCA,MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Brahmin,B.A. (Arts),MNC,INR 10 lakhs to 15 lakhs,Marathi,IT,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Management/Corporate Professionals,Hindu,real
96K Kokanastha,ME/M.Tech/MS (Engg/Sciences),MNC,INR 10 lakhs to 15 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
96K Kokanastha,M.Sc. (Science),Private Sector,INR 10 lakhs to 15 lakhs,Marathi,Science,Hindu,real
Intercaste,MD/MS (Medicine),Private Sector,INR 15 lakhs to 20 lakhs,Marathi,Health Care,Hindu,real
Brahmin - Saraswat,BHM (Hotel Management),Others,INR 15 lakhs to 20 lakhs,Marathi,Hotels/Restaurants,Hindu,real
Brahmin -Gowd Saraswat,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Marathi,Human Resource,Hindu,real
Maratha,M.Sc. (Science),Private Sector,INR 15 lakhs to 20 lakhs,Marathi,IT,Hindu,real
Dhangar,BE B.Tech (Engineering),Private Sector,INR 15 lakhs to 20 lakhs,Marathi,IT,Hindu,real
Brahmin,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Marathi,Admin/Secretarial,Hindu,real
Swakula Sali,MBA/PGDM,Others,INR 2 lakhs to 3 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Mahar,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Protestant,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Banking/Insurance/Financial Services,Christian,real
Maratha,Other Diploma,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Maratha,12th,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Customer Service/Call Centre/BPO,Hindu,real
Others,B.Sc (Science),MNC,INR 2 lakhs to 3 lakhs,Marathi,Customer Service/Call Centre/BPO,Christian,real
Maratha,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Finance and Accounts,Hindu,real
Suthar,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Finance and Accounts,Hindu,real
Maratha,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Marathi,Finance and Accounts,Hindu,real
Koli,B.A. (Arts),State Government,INR 2 lakhs to 3 lakhs,Marathi,Government Employee,Hindu,real
Scheduled Tribe,B.Com (Commerce),Public Sector,INR 2 lakhs to 3 lakhs,Marathi,Government Employee,Hindu,real
Maratha,12th,State Government,INR 2 lakhs to 3 lakhs,Marathi,Government Employee,Hindu,real
Brahmin - Deshastha,MD/MS (Medicine),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Health Care,Hindu,real
Catholic,BHM (Hotel Management),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Hotels/Restaurants,Christian,real
Brahmin - Deshastha,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Human Resource,Hindu,real
Kshatriya,MBA/PGDM,MNC,INR 2 lakhs to 3 lakhs,Marathi,Human Resource,Hindu,real
Maratha,B.A. (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,IT,Hindu,real
Catholic,MCA/PGDCA,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,IT,Christian,real
Brahmin - Deshastha,MCA/PGDCA,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,IT,Hindu,real
Brahmin,MA (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,IT,Hindu,real
Dhangar,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Management/Corporate Professionals,Hindu,real
Maratha,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Dhangar,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Digambar,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Manufacturing/Engineering/R&D,Jain,real
Bhandari,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Mahar,M.Sc. (Science),MNC,INR 2 lakhs to 3 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Kokanastha Maratha,12th,Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Others,Hindu,real
Matang,B.Com (Commerce),Others,INR 2 lakhs to 3 lakhs,Marathi,Others,Hindu,real
Agri,10th,Others,INR 2 lakhs to 3 lakhs,Marathi,Others,Hindu,real
Lingayath,M.Arch. (Architecture),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Others,Hindu,real
Brahmin,Engineering,MNC,INR 2 lakhs to 3 lakhs,Marathi,Purchase/Logistics/Supply chain,Hindu,real
Bhandari,Integrated PG,Public Sector,INR 2 lakhs to 3 lakhs,Marathi,Sales/Business Development,Hindu,real
Goud,MBA/PGDM,MNC,INR 20 lakhs to 25 lakhs,Marathi,Finance and Accounts,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),Others,INR 20 lakhs to 25 lakhs,Marathi,Health Care,Hindu,real
Sonar,Other Diploma,Private Sector,INR 25 lakhs to 30 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Maratha,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Agriculture,Hindu,real
Mali,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Maratha,B.A. (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Brahmin - Deshastha,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Bhandari,Other Diploma,Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Construction,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Education/Training,Hindu,real
Maratha,B.Com (Commerce),Public Sector,INR 3 lakhs to 4 lakhs,Marathi,Finance and Accounts,Hindu,real
Teli,B.Pharm (Pharmacy),Central Government,INR 3 lakhs to 4 lakhs,Marathi,Government Employee,Hindu,real
Mali,B.Ed (Education),State Government,INR 3 lakhs to 4 lakhs,Marathi,Government Employee,Hindu,real
Bhandari,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Marathi,IT,Hindu,real
Chambhar,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Marathi,IT,Hindu,real
Brahmin,BL/LLB/BGL (Law),Others,INR 3 lakhs to 4 lakhs,Marathi,Legal,Hindu,real
Agri,B.A. (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Marathi,Management/Corporate Professionals,Hindu,real
Vaddera,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Maratha,B.Sc (Science),MNC,INR 3 lakhs to 4 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Maratha,MCA/PGDCA,Private Sector,INR 30 lakhs to 40 lakhs,Marathi,IT,Hindu,real
Maratha,BE B.Tech (Engineering),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Admin/Secretarial,Hindu,real
Maratha,BFA (Fine Arts),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Advertising/Entertainment/Media,Hindu,real
Sonar,B.Arch (Architecture),Others,INR 4 lakhs to 5 lakhs,Marathi,Architecture/Design,Hindu,real
Dhangar,MFA (Fine Arts),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Artists/Animators/Web Designers,Hindu,real
Vanjari,MA (Arts),Central Government,INR 4 lakhs to 5 lakhs,Marathi,Defence,Hindu,real
Mali,M.Pharm. (Pharmacy),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Education/Training,Hindu,real
Chambhar,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Finance and Accounts,Hindu,real
Maratha,MBA/PGDM,Public Sector,INR 4 lakhs to 5 lakhs,Marathi,Human Resource,Hindu,real
Mali,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Management/Corporate Professionals,Hindu,real
Kunbi,Engineering,Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Dhangar,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Marathi,Marketing and Communications,Hindu,real
Chambhar,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Marketing and Communications,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Marketing and Communications,Hindu,real
Leva Patidar,B.A. (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Marathi,Others,Hindu,real
Kunbi,MBA/PGDM,Others,INR 4 lakhs to 5 lakhs,Marathi,Others,Hindu,real
Catholic,CFA (Chartered Financial Analyst),Central Government,INR 40 lakhs to 50 lakhs,Marathi,Export/Import,Christian,real
Kunbi,BE B.Tech (Engineering),MNC,INR 40 lakhs to 50 lakhs,Marathi,IT,Hindu,real
Leva patil,BE B.Tech (Engineering),Private Sector,INR 5 lakhs to 7 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Maratha,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Marathi,IT,Hindu,real
Brahmin - Kokanastha,BE B.Tech (Engineering),Private Sector,INR 50 lakhs and above,Marathi,IT,Hindu,real
Scheduled Caste,B.Sc (Science),Private Sector,INR 50 lakhs and above,Marathi,Others,Hindu,real
Maratha,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Marathi,Artists/Animators/Web Designers,Hindu,real
Kunbi,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,Architecture/Design,Hindu,real
Brahmin,B.Sc (Science),Others,INR 7 lakhs to 10 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Construction,Hindu,real
Maharashtrian,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,Construction,Hindu,real
Brahmin - Deshastha,B.Sc (Science),Central Government,INR 7 lakhs to 10 lakhs,Marathi,Defence,Hindu,real
Maratha,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Export/Import,Hindu,real
Brahmin - Deshastha,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Finance and Accounts,Hindu,real
Bhandari,Others,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Finance and Accounts,Hindu,real
Brahmin,MD/MS (Medicine),Others,INR 7 lakhs to 10 lakhs,Marathi,Health Care,Hindu,real
Brahmin - Karhade,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Gurav,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Maratha,Engineering,Central Government,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Lingayath,ICWA,MNC,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Dhangar,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Rajput,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Kunbi,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Shimpi,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Brahmin - Deshastha,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,IT,Hindu,real
Digambar,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,IT,Jain,real
Maratha,B.Sc (Science),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Loss Prevention Manager,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Management/Corporate Professionals,Hindu,real
Shewetamber,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Manufacturing/Engineering/R&D,Jain,real
Maratha,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin - Deshastha,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Marketing and Communications,Hindu,real
Maratha,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Marketing and Communications,Hindu,real
CKP,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marathi,Oil/Gas,Hindu,real
Maratha,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Others,Hindu,real
Koshti,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Others,Hindu,real
96K Kokanastha,B.Sc (Science),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Sales/Business Development,Hindu,real
Brahmin -Gowd Saraswat,B.Sc (Science),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Sales/Business Development,Hindu,real
Koshti,M.Sc. (Science),Private Sector,INR 7 lakhs to 10 lakhs,Marathi,Telecom/ISP,Hindu,real
Maheshwari,Arts/Graphic Designing,Private Sector,Don't wish to specify,Marathi,Artists/Animators/Web Designers,Hindu,real
Maratha,10th,Private Sector,Don't wish to specify,Marathi,Electronics,Hindu,real
Brahmin,MD/MS (Medicine),Private Sector,Don't wish to specify,Marathi,Health Care,Hindu,real
Brahmin - Deshastha,Other Diploma,Private Sector,Don't wish to specify,Marathi,Hotels/Restaurants,Hindu,real
Vaishnav Vania,MBA/PGDM,MNC,Don't wish to specify,Marathi,Oil/Gas,Hindu,real
CKP,MBA/PGDM,MNC,Don't wish to specify,Marathi,Travel/Airlines,Hindu,real
Maratha,BE B.Tech (Engineering),Public Sector,Don't wish to specify,Marathi,Admin/Secretarial,Hindu,real
Maratha,Other Post Graduation,State Government,Don't wish to specify,Marathi,Advertising/Entertainment/Media,Hindu,real
Maratha,Arts/Graphic Designing,Private Sector,Don't wish to specify,Marathi,Finance and Accounts,Hindu,real
Maratha,CFA (Chartered Financial Analyst),Others,Don't wish to specify,Marathi,Finance and Accounts,Hindu,real
Gujarati,10th,Others,Don't wish to specify,Marathi,Others,Hindu,real
Maratha,MBA/PGDM,MNC,Don't wish to specify,Marathi,Others,Hindu,real
Vanjari,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Marathi,Telecom/ISP,Hindu,real
Scheduled Caste,B.Arch (Architecture),State Government,INR Under 50 thousand,Marathi,Government Employee,Hindu,real
Brahmin - Deshastha,Integrated PG,Private Sector,INR Under 50 thousand,Marathi,Others,Hindu,real
Catholic,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Marathi,Finance and Accounts,Christian,real
Darji,Master of Fashion Technology,Others,INR 1 lakh to 2 lakhs,Marwari,Beauty/Fashion/Jewellery Designers,Hindu,real
Rajput,10th,Others,INR 1 lakh to 2 lakhs,Marwari,Others,Hindu,real
Marwari,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Marwari,IT,Hindu,real
Shewetamber,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Marwari,Management/Corporate Professionals,Jain,real
Shewetamber,BBA/BBM/BBS,Not Working,INR 15 lakhs to 20 lakhs,Marwari,Business Owner/Entrepreneur,Jain,real
Marwari,MCA/PGDCA,Private Sector,INR 2 lakhs to 3 lakhs,Marwari,IT,Hindu,real
Shewetamber,B.Com (Commerce),Others,INR 2 lakhs to 3 lakhs,Marwari,Others,Jain,real
Agarwal,B.Com (Commerce),Others,INR 2 lakhs to 3 lakhs,Marwari,Others,Hindu,real
Agarwal,MBA/PGDM,Others,INR 20 lakhs to 25 lakhs,Marwari,Business Owner/Entrepreneur,Hindu,real
Maheshwari,CA (Chartered Accountant),Private Sector,INR 20 lakhs to 25 lakhs,Marwari,Finance and Accounts,Hindu,real
Jain-Others,MA (Arts),Private Sector,INR 20 lakhs to 25 lakhs,Marwari,Real Estate,Jain,real
Mali,ME/M.Tech/MS (Engg/Sciences),MNC,INR 25 lakhs to 30 lakhs,Marwari,IT,Hindu,real
Agarwal,B.Com (Commerce),Not Working,INR 3 lakhs to 4 lakhs,Marwari,Business Owner/Entrepreneur,Hindu,real
Mahendra,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Marwari,Management/Corporate Professionals,Hindu,real
Rajput,BE B.Tech (Engineering),Private Sector,INR 3 lakhs to 4 lakhs,Marwari,Telecom/ISP,Hindu,real
Sikh - Lubana,MBA/PGDM,State Government,INR 30 lakhs to 40 lakhs,Marwari,Export/Import,Sikh,real
Khatri,MCA PGDCA part time,State Government,INR 4 lakhs to 5 lakhs,Marwari,Customer Service/Call Centre/BPO,Hindu,real
Shewetamber,MD/MS (Medicine),Private Sector,INR 4 lakhs to 5 lakhs,Marwari,Health Care,Jain,real
Agarwal,B.A. (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Marwari,Sales/Business Development,Hindu,real
Maheshwari,BE B.Tech (Engineering),MNC,INR 40 lakhs to 50 lakhs,Marwari,IT,Hindu,real
Shewetamber,B.Com (Commerce),MNC,INR 5 lakhs to 7 lakhs,Marwari,IT,Jain,real
Agarwal,MA (Arts),Others,INR 7 lakhs to 10 lakhs,Marwari,Business Owner/Entrepreneur,Hindu,real
Agarwal,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Marwari,IT,Hindu,real
Mahendra,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Marwari,IT,Hindu,real
Agarwal,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Marwari,Retail Chains,Hindu,real
Agarwal,B.Com (Commerce),Not Working,Don't wish to specify,Marwari,Business Owner/Entrepreneur,Hindu,real
Shewetamber,10th,Not Working,Don't wish to specify,Marwari,Non Working,Jain,real
Nepali,MBA/PGDM,MNC,INR 2 lakhs to 3 lakhs,Nepali,Admin/Secretarial,Hindu,real
Kshatriya,ME/M.Tech/MS (Engg/Sciences),MNC,INR 4 lakhs to 5 lakhs,Nepali,IT,Hindu,real
Kshatriya,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Nepali,Marketing and Communications,Hindu,real
Chhetri,MA (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Nepali,Others,Hindu,real
Khatri,B.Plan (Planning),Central Government,INR 1 lakh to 2 lakhs,Oriya,Artists/Animators/Web Designers,Hindu,real
Khandayat,M.Com. (Commerce),State Government,INR 1 lakh to 2 lakhs,Oriya,Education/Training,Hindu,real
Oriya,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Oriya,Finance and Accounts,Hindu,real
Teli,BE B.Tech (Engineering),Central Government,INR 1 lakh to 2 lakhs,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Kshatriya,M.Arch. (Architecture),Public Sector,INR 10 lakhs to 15 lakhs,Oriya,Architecture/Design,Hindu,real
Khandayat,MBA/PGDM,Central Government,INR 10 lakhs to 15 lakhs,Oriya,Defence,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 10 lakhs to 15 lakhs,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Scheduled Caste,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Oriya,IT,Hindu,real
Khandayat,BCA (Computer Application),Private Sector,INR 2 lakhs to 3 lakhs,Oriya,IT,Hindu,real
Protestant,B.Com (Commerce),Others,INR 2 lakhs to 3 lakhs,Oriya,Legal,Christian,real
Kshatriya,MA (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Oriya,Admin/Secretarial,Hindu,real
Karana,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Oriya,Customer Service/Call Centre/BPO,Hindu,real
Khandayat,PG Diploma,Central Government,INR 3 lakhs to 4 lakhs,Oriya,Government Employee,Hindu,real
Khandayat,B.Sc (Science),Private Sector,INR 30 lakhs to 40 lakhs,Oriya,IT,Hindu,real
Brahmin - Danua,BBA/BBM/BBS,Private Sector,INR 4 lakhs to 5 lakhs,Oriya,Banking/Insurance/Financial Services,Hindu,real
Khandayat,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Oriya,Finance and Accounts,Hindu,real
Khandayat,MCA/PGDCA,Private Sector,INR 4 lakhs to 5 lakhs,Oriya,IT,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Oriya,Management/Corporate Professionals,Hindu,real
Brahmin - Panda,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Kalinga Vysya,ICWA,Private Sector,INR 4 lakhs to 5 lakhs,Oriya,Real Estate,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 40 lakhs to 50 lakhs,Oriya,IT,Hindu,real
Khandayat,Other Diploma,Private Sector,INR 5 lakhs to 7 lakhs,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 50 lakhs and above,Oriya,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,B.A. (Arts),Private Sector,INR 50 thousand to 1 lakh,Oriya,Finance and Accounts,Hindu,real
Brahmin,MBA/PGDM,Public Sector,INR 7 lakhs to 10 lakhs,Oriya,Banking/Insurance/Financial Services,Hindu,real
Vishwakarma,BE B.Tech (Engineering),Public Sector,INR 7 lakhs to 10 lakhs,Oriya,Construction,Hindu,real
Teli,CA (Chartered Accountant),Public Sector,INR 7 lakhs to 10 lakhs,Oriya,Finance and Accounts,Hindu,real
