caste1,degree,employed1,income1,mother1,occupation,religion1,account
Lambani,MBBS,Public Sector,INR 50 lakhs and above,Magahi,IT,Christian,fake
Bhandari,Integrated PG,Private Sector,INR 40 lakhs to 50 lakhs,Magahi,Beauty/Fashion/Jewellery Designers,Christian,fake
Brahmin - Dravida,Master of Hospital Administration,Public Sector,INR 40 lakhs to 50 lakhs,Mizo,Beauty/Fashion/Jewellery Designers,Christian,fake
Adi Dravida,CS (Company Secretary),Private Sector,INR 50 lakhs and above,Badaga,Merchant Navy,Christian,fake
Matang,MSW (Social Work),Private Sector,INR 20 lakhs to 25 lakhs,Rajasthani,Merchant Navy,Christian,fake
Vaishya,MA (Arts),State Government,INR 30 lakhs to 40 lakhs,Garo,Oil/Gas,Christian,fake
Sikh - Others,Other Diploma,State Government,INR Under 50 thousand,Telugu,Non Working,Christian,fake
Raigar,B.Ed (Education),Public Sector,INR Under 50 thousand,Persian,Government Employee,Christian,fake
Napit,Bachelor of Fashion Technology,State Government,INR 30 lakhs to 40 lakhs,Marathi,Advertising/Entertainment/Media ,Christian,fake
"Koiri,Kushwaha,Maurya",MCA/PGDCA,Public Sector,Don't wish to specify,Kumoani,Sales/Business Development,Christian,fake
Sindhi-Sahiti,Other Diploma,Public Sector,Don't wish to specify,marwari,Construction,Christian,fake
Sikh - Rajput,B.Pharm (Pharmacy),Central Government,INR 20 lakhs to 25 lakhs,Awadhi,Defence/Merchant Navy,Christian,fake
Gavara,PG Diploma,Public Sector,INR 40 lakhs to 50 lakhs,Dogri,Science,Christian,fake
Udayar,BCA (Computer Application),Central Government,INR 50 lakhs and above,Awadhi,Banking/Insurance/Financial Services,Christian,fake
Brahmin - Rarhi,M.Phil. (Philosophy),Private Sector,INR 3 lakhs to 4 lakhs,Rajasthani,Advertising/Entertainment/Media,Christian,fake
Banjara,B.El.Ed (Elementary Education),Central Government,INR 25 lakhs to 30 lakhs,Awadhi,Admin/Secretarial,Christian,fake
Bhatia Sindhi,M.Lib.Sc. (Library Sciences),State Government,INR 20 lakhs to 25 lakhs,Others,Construction,Christian,fake
Kushwaha,B.Com (Commerce),Public Sector,INR 20 lakhs to 25 lakhs,Sowrashtra,IT,Christian,fake
Variar,M.Sc. (Science),Central Government,INR 30 lakhs to 40 lakhs,Badaga,Defence/Management/Corporate Professionals,Christian,fake
Rajput Rohella/Tank,B.El.Ed (Elementary Education),State Government,INR 40 lakhs to 50 lakhs,Telugu,Agriculture,Christian,fake
Velama,BBA/BBM/BBS,Central Government,INR 50 lakhs and above,Gujarati,Finance and Accounts,Christian,fake
Telaga,BDS (Dental Surgery),State Government,INR 50 lakhs and above,Thadou kuki,Travel/Airlines,Christian,fake
Konkani,Integrated PG,State Government,INR 3 lakhs to 4 lakhs,Badaga,Banking/Insurance/Financial Services,Christian,fake
Raigar,M.Com. (Commerce),State Government,INR 50 lakhs and above,Khasi,Management/Corporate Professionals,Christian,fake
Lingayath,B.Arch (Architecture),Public Sector,INR 20 lakhs to 25 lakhs,Bengali,Hotels/Restaurants,Christian,fake
Koli Mahadev,M.Pharm. (Pharmacy),State Government,INR 3 lakhs to 4 lakhs,Garhwali,Merchant Navy,Christian,fake
Suthar,M.Pharm. (Pharmacy),Public Sector,INR 3 lakhs to 4 lakhs,Nepali,Telecom/ISP,Christian,fake
Ediga,MCA/PGDCA,State Government,INR 25 lakhs to 30 lakhs,Kashmiri,Banking/Insurance/Financial Services,Christian,fake
Dheevara,BCA (Computer Application),State Government,INR 20 lakhs to 25 lakhs,Others,Defence,Christian,fake
Gupta,Engineering,Central Government,INR 30 lakhs to 40 lakhs,Garhwali,IT,Christian,fake
Araya,BHM (Hotel Management),State Government,INR 25 lakhs to 30 lakhs,Badaga,Advertising/Entertainment/Media ,Christian,fake
Scheduled Tribe,B.Pharm (Pharmacy),Public Sector,INR 40 lakhs to 50 lakhs,Chatisgarhi,Banking/Insurance/Financial Services,Christian,fake
Mahar,M.Lib.Sc. (Library Sciences),Central Government,INR 20 lakhs to 25 lakhs,Tamil,Construction,Christian,fake
Hindu-Others,BE B.Tech (Engineering),Public Sector,INR 50 lakhs and above,Malayalam,Beauty/Fashion/Jewellery Designers,Christian,fake
Brahmin - Danua,BHM (Hotel Management),Central Government,INR 25 lakhs to 30 lakhs,Nepali,Defence,Christian,fake
Brahmin - Halua,BCA (Computer Application),Public Sector,INR Under 50 thousand,Persian,Legal,Christian,fake
Rajaka,M.Com. (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Kutchi,Banking/Insurance/Financial Services,Christian,fake
Mehra,M.Sc. (Science),Public Sector,INR 40 lakhs to 50 lakhs,Khasi,Defence/Merchant Navy,Christian,fake
"Brahmin,Agarwal",M.Plan. (Planning),Private Sector,INR 25 lakhs to 30 lakhs,Kumoani,Legal,Christian,fake
Gounder,Other Doctorate,State Government,INR 3 lakhs to 4 lakhs,Assamese,Purchase/Logistics/Supply chain,Christian,fake
Sindhi-Baibhand,CS (Company Secretary),Central Government,INR 25 lakhs to 30 lakhs,Garhwali,Artists/Animators/Web Designers,Christian,fake
Brahmin - Saryuparin,MA (Arts),Central Government,INR 50 lakhs and above,Magahi,Real Estate,Christian,fake
Kapu,Other Diploma,Public Sector,INR 50 lakhs and above,Marwari,Agriculture,Christian,fake
Kumawat,Ph.D. (Doctorate),State Government,INR Under 50 thousand,Thadou kuki,Education/Training,Christian,fake
Kalinga Vysya,PG Diploma,Central Government,INR 50 lakhs and above,Mizo,Telecom/ISP,Christian,fake
Brahmin - Gaur,BL/LLB/BGL (Law),Public Sector,Don't wish to specify,Kannada,Education/Training,Christian,fake
Maharashtrian,MDS (Master of Dental Surgery),State Government,INR 25 lakhs to 30 lakhs,Kumoani,Sales/Business Development,Christian,fake
Swakula Sali,M.Sc. (Science),Private Sector,INR 3 lakhs to 4 lakhs,Kutchi,Advertising/Entertainment/Media ,Christian,fake
Hindu-Others,BFA (Fine Arts),Private Sector,INR 30 lakhs to 40 lakhs,Badaga,Science,Christian,fake
"Munnuru Kapu,Reddy",BHMS (Homeopathy),Central Government,INR Under 50 thousand,Tamil,Human Resource,Christian,fake
Brahmin - Dhiman,B.Arch (Architecture),State Government,INR 3 lakhs to 4 lakhs,Pushtu,Banking/Insurance/Financial Services,Christian,fake
Brahmin - Goswami/Gosavi,B.El.Ed (Elementary Education),State Government,INR 50 lakhs and above,Gujarati,Advertising/Entertainment/Media,Christian,fake
Sindhi-Rohiri,M.Arch. (Architecture),Private Sector,INR 30 lakhs to 40 lakhs,Manipuri,Electronics,Christian,fake
"Sonar,Soni",Ph.D. (Doctorate),Private Sector,INR 50 lakhs and above,Marwari,Telecom/ISP,Christian,fake
Maurya,M.Phil. (Philosophy),Public Sector,INR 25 lakhs to 30 lakhs,Khasi,Admin/Secretarial,Christian,fake
Bunt (Shetty),Integrated PG,State Government,INR 25 lakhs to 30 lakhs,Marwari,Defence,Christian,fake
Yadav,12th,Public Sector,INR 20 lakhs to 25 lakhs,Haryanvi,Manufacturing/Engineering/R&D,Christian,fake
Dhangar,BL/LLB/BGL (Law),Central Government,INR 20 lakhs to 25 lakhs,Konkani,Construction,Christian,fake
Sahiti Sindhi,B.Com (Commerce),Private Sector,INR 50 lakhs and above,Bengali,Electronics,Christian,fake
Chettiar,Other Diploma,Private Sector,INR 25 lakhs to 30 lakhs,Gujarati,Civil Services/Law Enforcement,Christian,fake
Kamma,ME/M.Tech/MS (Engg/Sciences),Central Government,Don't wish to specify,Garo,Admin/Secretarial,Christian,fake
Nayaka,BE B.Tech (Engineering),Public Sector,INR 30 lakhs to 40 lakhs,Kumoani,Construction,Christian,fake
"Panchal,Suthar",MBBS,Central Government,Don't wish to specify,English,Government Employee,Christian,fake
Ezhuthachan,Other Doctorate,Central Government,INR Under 50 thousand,Nepali,Beauty/Fashion/Jewellery Designers,Christian,fake
Brahmin - Jangid,Master of Fashion Technology,Central Government,INR 25 lakhs to 30 lakhs,Maithili,IT,Christian,fake
Shewetamber,BDS (Dental Surgery),Public Sector,Don't wish to specify,Dogri,Banking/Insurance/Financial Services,Christian,fake
Gujarati,B.Com (Commerce),Private Sector,INR 30 lakhs to 40 lakhs,Bengali,Admin/Secretarial,Christian,fake
Shewetamber,B.Sc (Science),Public Sector,INR 30 lakhs to 40 lakhs,Rajasthani,Purchase/Logistics/Supply chain,Christian,fake
Iyengar,Other Doctorate,Private Sector,INR 25 lakhs to 30 lakhs,Manipuri,Construction,Christian,fake
Rajastani,Arts/Graphic Designing,State Government,INR 30 lakhs to 40 lakhs,marwari,IT,Christian,fake
Kharwar,Integrated PG,Private Sector,INR 30 lakhs to 40 lakhs,Garo,Telecom/ISP,Christian,fake
Iyengar,M.Plan. (Planning),Public Sector,INR 40 lakhs to 50 lakhs,Hindi,Non Working,Christian,fake
Mahendra,M.Com. (Commerce),Central Government,INR 50 lakhs and above,Dogri,Defence,Christian,fake
Naik/Nayaka,B.Ed (Education),Public Sector,INR Under 50 thousand,Gujarati,Government Employee,Christian,fake
Kamma,Bachelor of Fashion Technology,Public Sector,INR 50 thousand to 1 lakh,Gujarati,Legal,Christian,fake
Karana,B.Ed (Education),Central Government,INR 3 lakhs to 4 lakhs,Others,Admin/Secretarial,Christian,fake
Maharashtrian,10th,State Government,INR 30 lakhs to 40 lakhs,Punjabi,Travel/Airlines,Christian,fake
MahisyaSaurashtra,MBBS,State Government,INR 30 lakhs to 40 lakhs,Kutchi,Real Estate,Christian,fake
Dusadh (Paswan),MCA/PGDCA,State Government,Don't wish to specify,Swedish,Travel/Airlines,Christian,fake
Kshatriya,CA (Chartered Accountant),Private Sector,INR 40 lakhs to 50 lakhs,Konkani,Pharmaceutical/Biotechnology,Christian,fake
Patil,MA (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Dogri,Advertising/Entertainment/Media,Christian,fake
Mudaliar Saiva,M.Plan. (Planning),Private Sector,INR 40 lakhs to 50 lakhs,Bengali,Management/Corporate Professionals,Christian,fake
Mali,M.Pharm. (Pharmacy),Public Sector,INR 25 lakhs to 30 lakhs,English,Advertising/Entertainment/Media ,Christian,fake
Brahmin - Rigvedi,B.Plan (Planning),Central Government,INR 50 thousand to 1 lakh,Sindhi,Purchase/Logistics/Supply chain,Christian,fake
Garhwali Rajput,BCA (Computer Application),Central Government,INR 50 lakhs and above,Punjabi,Management/Corporate Professionals,Christian,fake
Shah,Ph.D. (Doctorate),Public Sector,INR 25 lakhs to 30 lakhs,Garo,Hotels/Restaurants,Christian,fake
Ganiga,BL/LLB/BGL (Law),State Government,INR 40 lakhs to 50 lakhs,Thadou kuki,Human Resource,Christian,fake
Chhetri,BHM (Hotel Management),State Government,INR Under 50 thousand,Bhojpuri,Defence/Management/Corporate Professionals,Christian,fake
Vaishya,MDS (Master of Dental Surgery),Private Sector,INR 30 lakhs to 40 lakhs,Marathi,Beauty/Fashion/Jewellery Designers,Christian,fake
Brahmin - Smartha,B.Arch (Architecture),Central Government,INR 25 lakhs to 30 lakhs,Coorgi,Hotels/Restaurants,Christian,fake
Sindhi-Baibhand,CA (Chartered Accountant),Central Government,INR 25 lakhs to 30 lakhs,Pushtu,Management/Corporate Professionals,Christian,fake
Brahmin -Gowd Saraswat,Integrated PG,Central Government,INR 20 lakhs to 25 lakhs,Santhali,Banking/Insurance/Financial Services,Christian,fake
Kuruba,M.Lib.Sc. (Library Sciences),State Government,Don't wish to specify,Kashmiri,Oil/Gas,Christian,fake
Tamil Yadava,B.El.Ed (Elementary Education),Public Sector,Don't wish to specify,Khasi,Health Care,Christian,fake
Adi Andhra,PG Diploma,Private Sector,INR 30 lakhs to 40 lakhs,marwari,Defence/Merchant Navy,Christian,fake
Sindhi-Shikarpuri,CFA (Chartered Financial Analyst),Public Sector,Don't wish to specify,Assamese,Oil/Gas,Christian,fake
Chaudary,Ph.D. (Doctorate),Central Government,INR Under 50 thousand,Tamil,Merchant Navy,Christian,fake
Kapu Naidu,MBBS,State Government,INR 50 lakhs and above,Lambani,Defence/Management/Corporate Professionals,Christian,fake
Perika,Other Doctorate,Public Sector,INR 30 lakhs to 40 lakhs,Garhwali,Construction,Christian,fake
Mudiraj,Other Doctorate,State Government,INR 40 lakhs to 50 lakhs,Hindi,Banking/Insurance/Financial Services,Christian,fake
Brahmin - Daivadnya,BHMS (Homeopathy),Central Government,INR 40 lakhs to 50 lakhs,Swedish,Education/Training,Christian,fake
Lodhi Rajput,CFA (Chartered Financial Analyst),Central Government,INR 50 lakhs and above,Bihari,Defence,Christian,fake
Teli,BBA/BBM/BBS,Private Sector,INR 25 lakhs to 30 lakhs,Bengali,Finance and Accounts,Christian,fake
"Bengali,Nepali",B.El.Ed (Elementary Education),Public Sector,INR 25 lakhs to 30 lakhs,Others,Oil/Gas,Christian,fake
Kumhar,Master of Hospital Administration,Public Sector,INR 25 lakhs to 30 lakhs,Nepali,Defence/Merchant Navy,Christian,fake
Iyengar,B.Pharm (Pharmacy),Public Sector,INR 20 lakhs to 25 lakhs,Kutchi,Artists/Animators/Web Designers,Christian,fake
Bahi,M.Sc. (Science),Private Sector,Don't wish to specify,Assamese,Advertising/Entertainment/Media ,Christian,fake
Brahmin - Kulin,MBBS,State Government,INR 25 lakhs to 30 lakhs,Tamil,Travel/Airlines,Christian,fake
Chaurasia,BDS (Dental Surgery),State Government,INR 30 lakhs to 40 lakhs,Awadhi,Health Care,Christian,fake
Brahmin - Panda,B.Pharm (Pharmacy),Private Sector,INR 25 lakhs to 30 lakhs,Kashmiri,Oil/Gas,Christian,fake
Kushwaha (Koiri),B.Sc (Science),Private Sector,INR 30 lakhs to 40 lakhs,Kutchi,Government Employee,Christian,fake
Kalwar,MCA/PGDCA,State Government,INR 50 thousand to 1 lakh,Haryanvi,Travel/Airlines,Christian,fake
Kadava Patel,B.Arch (Architecture),Private Sector,INR 50 thousand to 1 lakh,Khasi,Education/Training,Christian,fake
Hindu-Others,Bachelor of Fashion Technology,State Government,INR 3 lakhs to 4 lakhs,Awadhi,Management/Corporate Professionals,Christian,fake
Mala,M.Arch. (Architecture),State Government,Don't wish to specify,Konkani,Defence,Christian,fake
Devang Koshthi,B.Plan (Planning),State Government,Don't wish to specify,English,Civil Services/Law Enforcement,Christian,fake
Kumbhakar,CS (Company Secretary),Central Government,Don't wish to specify,Chatisgarhi,Export/Import,Christian,fake
"Sonar,Soni",Engineering,Central Government,INR 50 lakhs and above,Oriya,Sales/Business Development,Christian,fake
Shewetamber,Master of Hospital Administration,Private Sector,INR 20 lakhs to 25 lakhs,Nepali,Human Resource,Christian,fake
Meena,M.Lib.Sc. (Library Sciences),State Government,INR 50 thousand to 1 lakh,Somali,Agriculture,Christian,fake
Padmashali,CS (Company Secretary),Private Sector,INR 3 lakhs to 4 lakhs,Thadou kuki,Civil Services/Law Enforcement,Christian,fake
Digambar,CA (Chartered Accountant),Private Sector,INR 50 lakhs and above,Manipuri,Pharmaceutical/Biotechnology,Christian,fake
"Brahmin,Agarwal",B.Plan (Planning),Private Sector,INR 50 thousand to 1 lakh,Sanskrit,IT,Christian,fake
Malayalee Namboodiri,M.Phil. (Philosophy),Public Sector,INR 25 lakhs to 30 lakhs,Coorgi,Merchant Navy,Christian,fake
Kuruhina Shetty,B.Plan (Planning),State Government,INR 30 lakhs to 40 lakhs,Himachali/Pahari,Human Resource,Christian,fake
Goala,B.Pharm (Pharmacy),Private Sector,INR 30 lakhs to 40 lakhs,Nepali,Marketing and Communications,Christian,fake
Prajapati,BFA (Fine Arts),State Government,Don't wish to specify,English,Banking/Insurance/Financial Services,Christian,fake
Tantubai,B.Arch (Architecture),Public Sector,INR 30 lakhs to 40 lakhs,Magahi,Defence/Merchant Navy,Christian,fake
Ganda,Integrated PG,Private Sector,INR 50 thousand to 1 lakh,Chatisgarhi,Management/Corporate Professionals,Christian,fake
Ghumar,M.Plan. (Planning),State Government,INR 25 lakhs to 30 lakhs,Sanskrit,Purchase/Logistics/Supply chain,Christian,fake
Udayar,CA (Chartered Accountant),Central Government,INR 30 lakhs to 40 lakhs,Khasi,Travel/Airlines,Christian,fake
Patel Leva,CS (Company Secretary),State Government,INR 40 lakhs to 50 lakhs,Arabic ,Defence/Management/Corporate Professionals,Christian,fake
Sozhiya Vellalar,ME/M.Tech/MS (Engg/Sciences),State Government,INR 25 lakhs to 30 lakhs,Garhwali,Defence/Merchant Navy,Christian,fake
Mahar,Ph.D. (Doctorate),State Government,INR 50 thousand to 1 lakh,Sindhi,Electronics,Christian,fake
Goud,CFA (Chartered Financial Analyst),Private Sector,INR 30 lakhs to 40 lakhs,Somali,Others,Christian,fake
Sindhi-Sahiti,10th,Central Government,INR 20 lakhs to 25 lakhs,Arabic ,Merchant Navy,Sikh,fake
Jaiswal,10th,Public Sector,INR 40 lakhs to 50 lakhs,Arabic ,Electronics,Buddhist,fake
Others,10th,State Government,INR 25 lakhs to 30 lakhs,marwari,Marketing and Communications,Hindu,fake
Brahmin - Shivhalli,12th,State Government,INR 30 lakhs to 40 lakhs,Khasi,Oil/Gas,Buddhist,fake
Kumaoni Rajput,12th,Central Government,INR 30 lakhs to 40 lakhs,Kannada,Non Working,Sikh,fake
Sehwani Sindhi,12th,State Government,INR 25 lakhs to 30 lakhs,Haryanvi,Finance and Accounts,Buddhist,fake
Ganda,12th,Private Sector,INR 25 lakhs to 30 lakhs,Kannada,Architecture/Design,Jain,fake
Nhavi,12th,Public Sector,INR 25 lakhs to 30 lakhs,Kannada,Education/Training,Jain,fake
Brahmin - Panda,10th,Private Sector,INR 50 lakhs and above,Pushtu,Architecture/Design,Hindu,fake
Ezhava,12th,Central Government,INR 20 lakhs to 25 lakhs,Kannada,Construction,Sikh,fake
Sindhi,12th,State Government,INR 30 lakhs to 40 lakhs,Manipuri,Admin/Secretarial,Christian,fake
Sonar,12th,State Government,INR 25 lakhs to 30 lakhs,Coorgi,Manufacturing/Engineering/R&D,Muslim,fake
Nepali,12th,Central Government,INR 20 lakhs to 25 lakhs,Others,Advertising/Entertainment/Media,Buddhist,fake
Gawali,10th,Central Government,INR 30 lakhs to 40 lakhs,Gujarati,Education/Training,Jain,fake
Scheduled Tribe,12th,Central Government,INR 30 lakhs to 40 lakhs,Telugu,Travel/Airlines,Jain,fake
Brahmin - Rigvedi,12th,State Government,INR 40 lakhs to 50 lakhs,Khasi,Defence/Management/Corporate Professionals,Buddhist,fake
Kurmi Kshatriya,12th,State Government,INR 30 lakhs to 40 lakhs,English,Management/Corporate Professionals,Buddhist,fake
Banik,12th,Public Sector,INR 50 lakhs and above,Awadhi,Export/Import,Buddhist,fake
Meenavar,10th,State Government,INR 25 lakhs to 30 lakhs,Chatisgarhi,Architecture/Design,Sikh,fake
"Scheduled Caste,Gowda",10th,Central Government,INR 30 lakhs to 40 lakhs,Hindi,Science,Buddhist,fake
Kalwar,12th,Public Sector,INR 25 lakhs to 30 lakhs,Gujarati,Defence/Merchant Navy,Christian,fake
Mudaliar,12th,State Government,INR 25 lakhs to 30 lakhs,Arabic ,Legal,Jain,fake
Mukkulathor,10th,State Government,INR 40 lakhs to 50 lakhs,Sanskrit,Electronics,Christian,fake
Sunari,10th,State Government,INR 20 lakhs to 25 lakhs,Khasi,Beauty/Fashion/Jewellery Designers,Christian,fake
OrthodoxMaharashtrian,12th,Central Government,INR 25 lakhs to 30 lakhs,Tamil,Construction,Sikh,fake
Baibhand Sindhi,12th,Private Sector,INR 25 lakhs to 30 lakhs,Kumoani,Merchant Navy,Hindu,fake
Brahmin - Karhade,12th,State Government,INR 20 lakhs to 25 lakhs,Pushtu,Banking/Insurance/Financial Services,Buddhist,fake
Saini,12th,Private Sector,INR 30 lakhs to 40 lakhs,Awadhi,Advertising/Entertainment/Media ,Jain,fake
Tamboli,12th,Public Sector,INR 25 lakhs to 30 lakhs,marwari,Defence/Merchant Navy,Hindu,fake
Lodhi Rajput,10th,Private Sector,INR 30 lakhs to 40 lakhs,Swedish,Finance and Accounts,Jain,fake
Dhangar,10th,Central Government,INR 25 lakhs to 30 lakhs,Thadou kuki,Government Employee,Sikh,fake
Mukkulathor,12th,Private Sector,INR 20 lakhs to 25 lakhs,Mizo,Admin/Secretarial,Muslim,fake
Sutar,10th,Central Government,INR 30 lakhs to 40 lakhs,Punjabi,Advertising/Entertainment/Media,Sikh,fake
Menon,10th,Private Sector,INR 25 lakhs to 30 lakhs,Tulu,Purchase/Logistics/Supply chain,Buddhist,fake
Brahmin - Telugu,10th,State Government,INR 25 lakhs to 30 lakhs,Kumoani,IT,Buddhist,fake
Vaniya,12th,Public Sector,INR 20 lakhs to 25 lakhs,Arunachali,Non Working,Muslim,fake
Chaurasia,12th,Public Sector,INR 50 lakhs and above,Sowrashtra,Export/Import,Hindu,fake
Nair,12th,Central Government,INR 50 lakhs and above,Thadou kuki,Banking/Insurance/Financial Services,Buddhist,fake
